ts,equity
2025-08-22T07:34:06.309986+00:00,921.65
2025-08-22T07:39:06.223252+00:00,921.69
2025-08-22T07:44:06.138360+00:00,921.68
2025-08-22T07:50:06.663794+00:00,921.69
2025-08-22T07:55:06.657354+00:00,921.74
2025-08-22T08:00:07.525931+00:00,921.69
2025-08-22T08:17:07.074221+00:00,921.84
2025-08-22T08:23:06.150555+00:00,921.58
2025-08-22T08:28:06.146688+00:00,921.58
2025-08-22T08:34:06.198827+00:00,921.59
2025-08-22T08:39:06.506666+00:00,921.59
2025-08-22T08:45:07.208707+00:00,921.56
2025-08-22T08:51:06.648691+00:00,921.47
2025-08-22T08:57:06.210745+00:00,921.40
2025-08-22T09:03:06.163145+00:00,921.33
2025-08-22T09:17:07.407493+00:00,921.26
2025-08-22T09:23:06.533134+00:00,921.17
2025-08-22T09:29:06.187912+00:00,921.16
2025-08-22T09:35:06.682862+00:00,921.08
2025-08-22T09:41:06.464131+00:00,921.10
2025-08-22T09:47:06.239279+00:00,921.19
2025-08-22T09:52:06.210359+00:00,921.21
2025-08-22T09:58:06.245840+00:00,921.12
2025-08-22T10:03:06.690604+00:00,921.10
2025-08-22T10:17:07.164726+00:00,920.86
2025-08-22T10:23:06.412723+00:00,920.90
2025-08-22T10:28:06.428316+00:00,920.85
2025-08-22T10:34:06.186378+00:00,920.79
2025-08-22T10:47:07.077717+00:00,920.67
2025-08-22T10:52:06.373261+00:00,920.71
2025-08-22T10:57:06.207850+00:00,920.72
2025-08-22T11:03:06.391120+00:00,920.68
2025-08-22T11:17:07.123462+00:00,920.50
2025-08-22T11:23:06.398880+00:00,920.50
2025-08-22T11:29:06.221761+00:00,920.45
2025-08-22T11:34:06.208144+00:00,920.45
2025-08-22T11:40:06.637335+00:00,920.39
2025-08-22T11:45:06.719757+00:00,920.42
2025-08-22T11:51:06.182509+00:00,920.51
2025-08-22T11:56:06.338798+00:00,920.45
2025-08-22T12:01:06.167885+00:00,920.35
2025-08-22T12:07:06.264580+00:00,920.23
2025-08-22T12:12:06.457936+00:00,919.96
2025-08-22T12:18:07.067846+00:00,919.96
2025-08-22T12:23:06.263858+00:00,919.96
2025-08-22T12:29:06.193485+00:00,919.96
2025-08-22T12:35:06.639741+00:00,919.96
2025-08-22T12:40:06.601097+00:00,919.96
2025-08-22T12:46:06.238201+00:00,919.96
2025-08-22T12:52:06.257441+00:00,919.96
2025-08-22T12:57:06.142035+00:00,919.96
2025-08-22T13:02:06.149398+00:00,919.96
2025-08-22T13:08:06.464839+00:00,919.96
2025-08-22T13:13:06.160776+00:00,919.96
2025-08-22T13:19:06.992897+00:00,919.96
2025-08-22T13:25:06.545492+00:00,919.96
2025-08-22T13:30:06.535519+00:00,919.96
2025-08-22T13:36:06.192922+00:00,919.96
2025-08-22T13:42:06.455986+00:00,919.96
2025-08-22T13:47:06.899469+00:00,919.96
2025-08-22T13:52:06.179801+00:00,919.96
2025-08-22T13:57:06.219174+00:00,919.96
2025-08-22T14:03:06.289812+00:00,919.96
2025-08-22T14:08:06.262694+00:00,919.96
2025-08-22T14:14:06.175027+00:00,919.96
2025-08-22T14:19:06.498679+00:00,919.96
2025-08-22T14:24:06.213787+00:00,919.96
2025-08-22T14:30:06.857417+00:00,919.96
2025-08-22T14:35:06.760052+00:00,919.96
2025-08-22T14:40:06.606413+00:00,919.96
2025-08-22T14:46:06.541034+00:00,919.96
2025-08-22T14:52:06.206978+00:00,919.96
2025-08-22T14:58:14.545547+00:00,919.96
2025-08-22T15:03:06.246469+00:00,919.96
2025-08-22T15:09:06.187404+00:00,919.96
2025-08-22T15:14:06.442459+00:00,919.96
2025-08-22T15:19:06.825190+00:00,919.96
2025-08-22T15:25:06.660672+00:00,920.13
2025-08-22T15:30:06.896867+00:00,920.12
2025-08-22T15:46:07.187683+00:00,920.35
2025-08-22T15:52:06.211090+00:00,920.17
2025-08-22T15:57:06.176530+00:00,920.26
2025-08-22T16:13:07.975772+00:00,921.21
2025-08-22T16:19:06.256337+00:00,920.41
2025-08-22T16:35:07.599785+00:00,421.06
2025-08-22T16:41:06.140997+00:00,421.44
2025-08-22T16:56:07.133659+00:00,419.96
2025-08-22T17:01:06.159961+00:00,420.99
2025-08-22T17:06:06.478016+00:00,421.83
2025-08-22T17:12:06.182571+00:00,422.23
2025-08-22T17:17:06.154097+00:00,422.21
2025-08-22T17:23:06.177468+00:00,422.65
2025-08-22T17:28:06.358764+00:00,423.26
2025-08-22T17:34:06.158325+00:00,422.58
2025-08-22T17:40:06.625244+00:00,422.50
2025-08-22T17:46:06.282955+00:00,421.77
2025-08-22T17:52:06.244584+00:00,421.70
2025-08-22T17:58:06.194921+00:00,421.90
2025-08-22T18:03:06.250078+00:00,422.38
2025-08-22T18:09:06.190327+00:00,422.13
2025-08-22T18:14:06.273007+00:00,422.31
2025-08-22T18:20:06.610354+00:00,421.18
2025-08-22T18:26:06.234278+00:00,421.08
2025-08-22T18:31:06.459412+00:00,421.78
2025-08-22T18:37:06.238462+00:00,422.08
2025-08-22T18:42:06.591415+00:00,422.11
2025-08-22T18:48:06.395936+00:00,422.40
2025-08-22T18:54:06.257707+00:00,421.59
2025-08-22T18:59:06.182018+00:00,421.94
2025-08-22T19:05:06.716097+00:00,422.08
2025-08-22T19:10:06.771050+00:00,422.31
2025-08-22T19:16:06.439629+00:00,422.23
2025-08-22T19:21:06.219176+00:00,423.11
2025-08-22T19:26:06.461944+00:00,423.27
2025-08-22T19:32:06.163888+00:00,423.86
2025-08-22T19:46:07.150923+00:00,424.02
2025-08-22T19:52:06.204708+00:00,424.19
2025-08-22T19:58:06.400999+00:00,424.02
2025-08-22T20:03:06.183808+00:00,423.98
2025-08-22T20:09:06.461529+00:00,423.97
2025-08-22T20:14:06.500347+00:00,423.72
2025-08-22T20:20:06.729325+00:00,423.68
2025-08-22T20:26:06.506061+00:00,423.76
2025-08-22T20:32:06.210617+00:00,423.51
2025-08-22T20:37:06.167650+00:00,423.60
2025-08-22T20:42:06.205109+00:00,423.83
2025-08-22T20:48:06.356578+00:00,423.58
2025-08-22T20:54:06.231465+00:00,424.14
2025-08-22T21:00:07.589962+00:00,425.00
2025-08-22T21:06:06.729644+00:00,426.74
2025-08-22T21:11:06.531487+00:00,426.63
2025-08-22T21:16:06.217903+00:00,426.59
2025-08-22T21:22:06.433962+00:00,427.46
2025-08-22T21:28:06.154400+00:00,427.29
2025-08-22T21:33:06.614890+00:00,427.29
2025-08-22T21:39:06.145499+00:00,427.29
2025-08-22T21:44:06.206647+00:00,427.06
2025-08-22T21:49:06.228014+00:00,426.98
2025-08-22T21:55:06.637300+00:00,426.33
2025-08-22T22:01:06.212212+00:00,426.65
2025-08-22T22:06:06.185372+00:00,426.25
2025-08-22T22:12:06.165716+00:00,425.96
2025-08-22T22:18:06.203824+00:00,425.81
2025-08-22T22:23:06.199968+00:00,425.88
2025-08-22T22:29:06.166690+00:00,425.14
2025-08-22T22:34:06.809303+00:00,424.77
2025-08-22T22:40:07.122655+00:00,424.93
2025-08-22T22:46:06.626394+00:00,425.69
2025-08-22T22:51:06.440898+00:00,425.55
2025-08-22T22:57:06.204400+00:00,425.18
2025-08-22T23:02:06.212942+00:00,425.86
2025-08-22T23:17:07.124087+00:00,425.27
2025-08-22T23:23:06.292065+00:00,425.37
2025-08-22T23:28:06.221921+00:00,425.95
2025-08-22T23:33:06.148371+00:00,426.33
2025-08-22T23:39:06.168190+00:00,426.25
2025-08-22T23:45:06.613803+00:00,426.02
2025-08-22T23:50:06.614585+00:00,426.37
2025-08-22T23:55:06.744325+00:00,427.00
2025-08-23T00:01:06.189842+00:00,427.37
2025-08-23T00:06:06.484928+00:00,426.40
2025-08-23T00:12:06.210516+00:00,425.51
2025-08-23T00:18:06.992851+00:00,425.41
2025-08-23T00:24:06.158146+00:00,425.63
2025-08-23T00:29:06.187899+00:00,425.87
2025-08-23T00:35:06.658989+00:00,426.50
2025-08-23T00:41:06.215361+00:00,425.25
2025-08-23T00:47:06.441000+00:00,424.63
2025-08-23T00:52:06.266345+00:00,424.84
2025-08-23T00:58:06.226210+00:00,424.44
2025-08-23T01:03:06.199596+00:00,424.12
2025-08-23T01:18:07.957771+00:00,423.74
2025-08-23T01:24:06.199125+00:00,423.14
2025-08-23T01:30:06.693759+00:00,423.12
2025-08-23T01:36:06.233087+00:00,422.81
2025-08-23T01:41:06.338719+00:00,422.68
2025-08-23T01:46:06.332226+00:00,422.30
2025-08-23T01:52:06.229802+00:00,422.84
2025-08-23T01:57:06.253567+00:00,423.37
2025-08-23T02:03:06.496829+00:00,423.80
2025-08-23T02:17:07.209264+00:00,423.47
2025-08-23T02:23:06.186298+00:00,423.37
2025-08-23T02:28:06.239485+00:00,422.33
2025-08-23T02:34:06.686893+00:00,420.77
2025-08-23T02:39:06.523494+00:00,420.04
2025-08-23T02:45:06.759329+00:00,421.37
2025-08-23T02:51:06.496835+00:00,422.12
2025-08-23T02:57:06.259877+00:00,423.02
2025-08-23T03:03:06.204147+00:00,423.47
2025-08-23T03:09:06.220720+00:00,423.16
2025-08-23T03:14:06.385644+00:00,423.44
2025-08-23T03:20:06.660860+00:00,423.07
2025-08-23T03:25:06.665943+00:00,423.48
2025-08-23T03:30:17.830144+00:00,423.59
2025-08-23T04:04:08.287080+00:00,424.64
2025-08-23T04:17:07.804020+00:00,425.14
2025-08-23T04:22:06.163707+00:00,425.04
2025-08-23T04:28:06.181539+00:00,425.59
2025-08-23T04:34:06.383955+00:00,426.54
2025-08-23T04:39:06.453314+00:00,430.25
2025-08-23T04:45:06.697812+00:00,429.61
2025-08-23T04:51:06.570650+00:00,429.61
2025-08-23T04:56:06.212320+00:00,429.47
2025-08-23T05:01:06.243120+00:00,429.77
2025-08-23T05:07:06.404641+00:00,430.01
2025-08-23T05:13:06.189271+00:00,430.42
2025-08-23T05:18:06.959052+00:00,430.21
2025-08-23T05:23:06.168729+00:00,430.44
2025-08-23T05:29:06.171896+00:00,430.26
2025-08-23T05:35:06.604305+00:00,430.33
2025-08-23T05:41:06.176992+00:00,429.85
2025-08-23T05:47:06.279007+00:00,430.60
2025-08-23T05:53:06.767013+00:00,430.42
2025-08-23T05:58:06.264356+00:00,430.78
2025-08-23T06:03:06.207675+00:00,430.49
2025-08-23T06:17:07.221878+00:00,429.45
2025-08-23T06:23:06.514416+00:00,428.82
2025-08-23T06:28:06.217617+00:00,428.64
2025-08-23T06:34:06.173053+00:00,428.94
2025-08-23T06:39:06.170275+00:00,429.39
2025-08-23T06:45:06.789740+00:00,429.07
2025-08-23T06:50:06.692986+00:00,428.87
2025-08-23T06:56:06.368423+00:00,429.00
2025-08-23T07:02:06.191996+00:00,429.00
2025-08-23T07:08:06.180394+00:00,429.30
2025-08-23T07:14:06.226676+00:00,429.69
2025-08-23T07:20:07.323580+00:00,428.99
2025-08-23T07:25:06.662185+00:00,428.28
2025-08-23T07:31:06.237956+00:00,428.01
2025-08-23T07:36:06.410446+00:00,428.42
2025-08-23T07:41:06.237813+00:00,428.49
2025-08-23T07:47:06.322057+00:00,427.55
2025-08-23T07:52:06.320746+00:00,427.71
2025-08-23T07:58:06.241875+00:00,427.51
2025-08-23T08:03:06.326137+00:00,428.01
2025-08-23T08:08:06.438776+00:00,427.14
2025-08-23T08:14:06.361784+00:00,426.55
2025-08-23T08:19:07.138187+00:00,426.95
2025-08-23T08:25:06.719485+00:00,425.25
2025-08-23T08:31:06.228332+00:00,424.02
2025-08-23T08:47:07.333216+00:00,425.54
2025-08-23T08:52:06.252594+00:00,425.43
2025-08-23T08:58:06.297166+00:00,425.67
2025-08-23T09:04:06.418389+00:00,425.82
2025-08-23T09:09:06.285659+00:00,425.69
2025-08-23T09:14:06.551608+00:00,425.86
2025-08-23T09:19:06.179155+00:00,425.36
2025-08-23T09:25:06.750181+00:00,425.49
2025-08-23T09:31:06.880554+00:00,426.03
2025-08-23T09:36:06.228127+00:00,426.05
2025-08-23T09:52:07.782510+00:00,426.46
2025-08-23T09:58:06.184409+00:00,426.49
2025-08-23T10:04:06.139438+00:00,426.74
2025-08-23T10:16:07.257494+00:00,425.66
2025-08-23T10:22:06.337495+00:00,425.07
2025-08-23T10:27:06.191495+00:00,425.07
2025-08-23T10:32:06.955425+00:00,425.42
2025-08-23T10:38:06.488963+00:00,424.56
2025-08-23T10:43:06.323593+00:00,424.55
2025-08-23T10:49:06.590454+00:00,424.50
2025-08-23T10:55:07.422753+00:00,423.99
2025-08-23T11:01:06.230497+00:00,423.59
2025-08-23T11:07:06.179482+00:00,424.15
2025-08-23T11:13:06.233438+00:00,424.36
2025-08-23T11:19:06.465130+00:00,424.56
2025-08-23T11:24:06.476515+00:00,424.49
2025-08-23T11:29:06.377725+00:00,424.28
2025-08-23T11:35:06.956455+00:00,424.21
2025-08-23T11:41:06.275800+00:00,424.16
2025-08-23T11:47:06.348807+00:00,424.08
2025-08-23T11:52:06.290388+00:00,424.02
2025-08-23T11:58:06.251738+00:00,423.22
2025-08-23T12:03:06.249930+00:00,423.06
2025-08-23T12:17:07.135754+00:00,423.91
2025-08-23T12:22:06.202750+00:00,424.49
2025-08-23T12:28:06.277026+00:00,424.20
2025-08-23T12:33:06.210572+00:00,424.13
2025-08-23T12:38:06.221205+00:00,424.36
2025-08-23T12:44:06.228607+00:00,425.01
2025-08-23T12:50:06.747420+00:00,424.34
2025-08-23T12:55:06.760919+00:00,423.98
2025-08-23T13:01:06.233655+00:00,423.47
2025-08-23T13:07:06.687116+00:00,423.73
2025-08-23T13:13:06.189911+00:00,423.94
2025-08-23T13:18:07.059883+00:00,423.92
2025-08-23T13:24:06.179593+00:00,423.56
2025-08-23T13:29:06.219176+00:00,423.97
2025-08-23T13:35:06.713340+00:00,422.83
2025-08-23T13:41:06.496438+00:00,422.47
2025-08-23T13:47:06.748699+00:00,423.16
2025-08-23T13:53:06.466307+00:00,423.17
2025-08-23T13:58:06.299011+00:00,423.09
2025-08-23T14:04:06.208523+00:00,423.12
2025-08-23T14:17:07.143925+00:00,424.09
2025-08-23T14:23:06.502520+00:00,424.56
2025-08-23T14:28:06.903307+00:00,424.61
2025-08-23T14:34:06.286790+00:00,424.80
2025-08-23T14:40:06.948442+00:00,424.13
2025-08-23T14:45:07.196146+00:00,424.49
2025-08-23T14:51:06.233937+00:00,425.09
2025-08-23T14:57:06.193372+00:00,424.40
2025-08-23T15:02:06.308078+00:00,425.80
2025-08-23T15:08:06.480355+00:00,425.72
2025-08-23T15:13:06.646402+00:00,425.77
2025-08-23T15:19:06.421640+00:00,425.20
2025-08-23T15:24:06.253058+00:00,425.03
2025-08-23T15:30:06.748994+00:00,424.92
2025-08-23T15:36:06.311863+00:00,424.72
2025-08-23T15:42:06.509240+00:00,424.88
2025-08-23T15:48:06.324092+00:00,424.94
2025-08-23T15:54:06.286322+00:00,424.69
2025-08-23T16:00:07.621168+00:00,424.43
2025-08-23T16:05:06.932973+00:00,424.22
2025-08-23T16:11:06.282904+00:00,424.26
2025-08-23T16:25:07.769371+00:00,425.38
2025-08-23T16:30:06.665981+00:00,424.95
2025-08-23T16:36:06.585619+00:00,424.71
2025-08-23T16:41:06.232875+00:00,424.86
2025-08-23T16:47:06.423124+00:00,425.18
2025-08-23T16:53:06.648839+00:00,425.40
2025-08-23T16:59:06.311956+00:00,425.12
2025-08-23T17:05:07.062033+00:00,425.40
2025-08-23T17:10:07.603184+00:00,425.52
2025-08-23T17:16:06.261669+00:00,425.46
2025-08-23T17:21:06.188195+00:00,425.01
2025-08-23T17:37:07.975103+00:00,425.37
2025-08-23T17:43:06.174696+00:00,425.49
2025-08-23T17:48:06.420475+00:00,425.55
2025-08-23T17:54:06.882837+00:00,425.31
2025-08-23T17:59:06.162850+00:00,425.28
2025-08-23T18:04:06.198094+00:00,425.59
2025-08-23T18:17:08.148926+00:00,425.87
2025-08-23T18:23:06.186837+00:00,425.82
2025-08-23T18:29:06.234760+00:00,425.98
2025-08-23T18:35:07.149224+00:00,426.50
2025-08-23T18:40:07.238133+00:00,426.06
2025-08-23T18:46:06.419326+00:00,426.29
2025-08-23T18:51:06.192596+00:00,426.12
2025-08-23T18:57:06.332265+00:00,426.09
2025-08-23T19:03:06.151170+00:00,426.47
2025-08-23T19:17:07.371406+00:00,426.11
2025-08-23T19:34:07.187667+00:00,426.26
2025-08-23T19:40:06.653085+00:00,426.18
2025-08-23T19:46:06.315675+00:00,426.06
2025-08-23T19:51:06.254508+00:00,426.38
2025-08-23T19:57:06.211811+00:00,426.29
2025-08-23T20:02:06.366930+00:00,426.09
2025-08-23T20:17:07.263657+00:00,425.23
2025-08-23T20:22:06.180475+00:00,425.63
2025-08-23T20:28:06.435649+00:00,425.88
2025-08-23T20:33:06.366758+00:00,426.30
2025-08-23T20:39:06.236631+00:00,425.53
2025-08-23T20:44:06.230738+00:00,425.36
2025-08-23T20:49:06.382390+00:00,425.46
2025-08-23T20:55:07.014216+00:00,425.59
2025-08-23T21:00:07.284300+00:00,425.78
2025-08-23T21:17:07.315233+00:00,425.72
2025-08-23T21:22:06.241098+00:00,425.61
2025-08-23T21:28:06.228085+00:00,425.34
2025-08-23T21:34:06.127795+00:00,425.48
2025-08-23T21:40:06.591811+00:00,425.34
2025-08-23T21:46:06.169877+00:00,425.48
2025-08-23T21:51:06.397646+00:00,425.11
2025-08-23T21:56:06.107033+00:00,425.30
2025-08-23T22:02:06.066216+00:00,425.07
2025-08-23T22:17:07.814710+00:00,425.34
2025-08-23T22:22:06.109789+00:00,425.25
2025-08-23T22:28:06.110754+00:00,424.95
2025-08-23T22:33:06.200717+00:00,424.83
2025-08-23T22:39:06.115220+00:00,425.15
2025-08-23T22:44:06.259331+00:00,425.26
2025-08-23T22:50:06.723219+00:00,425.53
2025-08-23T22:55:06.737808+00:00,425.51
2025-08-23T23:08:07.402088+00:00,426.30
2025-08-23T23:13:06.176025+00:00,426.55
2025-08-23T23:19:06.130466+00:00,426.95
2025-08-23T23:25:06.573867+00:00,427.04
2025-08-23T23:30:06.593127+00:00,426.56
2025-08-23T23:36:06.258497+00:00,426.68
2025-08-23T23:41:06.136740+00:00,426.61
2025-08-23T23:46:06.223956+00:00,426.35
2025-08-23T23:52:06.141703+00:00,426.06
2025-08-23T23:58:06.135182+00:00,426.11
2025-08-24T00:04:06.418490+00:00,427.26
2025-08-24T00:17:07.006899+00:00,427.71
2025-08-24T00:23:06.176461+00:00,427.14
2025-08-24T00:28:06.174821+00:00,427.86
2025-08-24T00:33:06.523556+00:00,428.71
2025-08-24T00:38:06.075367+00:00,428.57
2025-08-24T00:55:07.471435+00:00,428.53
2025-08-24T01:01:06.107022+00:00,428.63
2025-08-24T01:07:06.386676+00:00,428.60
2025-08-24T01:12:06.110894+00:00,427.39
2025-08-24T01:18:06.086303+00:00,430.05
2025-08-24T01:23:06.103997+00:00,428.87
2025-08-24T01:29:06.212794+00:00,428.54
2025-08-24T01:35:06.608400+00:00,428.46
2025-08-24T01:41:06.116652+00:00,429.68
2025-08-24T01:46:06.166417+00:00,429.87
2025-08-24T01:51:06.159570+00:00,430.76
2025-08-24T01:57:06.201082+00:00,431.42
2025-08-24T02:02:06.241338+00:00,430.85
2025-08-24T02:08:06.098853+00:00,432.10
2025-08-24T02:14:06.110374+00:00,432.00
2025-08-24T02:20:06.469998+00:00,431.52
2025-08-24T02:25:06.524430+00:00,431.52
2025-08-24T02:30:06.873471+00:00,431.52
2025-08-24T02:36:06.088500+00:00,431.52
